s7	s12	s20	s36	s64	s122	s197	s325	s444	sATOM
7	11	12	14	32	118	176	192	331	361
7	11	12	14	32	118	176	192	331	362
7	11	12	14	32	118	176	192	331	374
7	11	12	21	26	113	78	156	142	73
7	11	12	21	26	113	78	156	142	74
7	11	12	21	26	113	78	156	192	71
7	11	12	21	26	113	78	156	192	148
7	11	12	21	26	113	137	32	68	13
7	11	12	21	26	113	137	32	68	55
7	11	12	21	26	113	137	61	75	53
7	11	12	21	26	113	137	61	75	115
7	11	12	21	26	113	137	251	414	58
7	11	12	21	26	113	137	251	414	59
7	11	12	21	26	113	137	251	414	61
7	11	12	21	26	113	190	9	53	29
7	11	12	21	26	113	190	9	53	33
7	11	12	21	26	113	190	315	372	16
7	11	12	21	26	113	190	315	372	17
7	11	12	21	26	113	190	315	432	19
7	11	12	21	26	113	190	315	432	35
7	11	12	21	26	113	190	315	432	38
7	11	12	21	60	26	124	43	122	356
7	11	12	21	60	26	124	43	122	360
7	11	12	21	60	26	124	43	122	368
7	11	12	21	60	26	124	43	122	375
7	11	12	21	60	28	103	214	428	248
7	11	12	21	60	28	103	214	428	257
7	11	12	21	60	28	103	214	428	258
7	11	12	21	60	28	103	214	428	260
7	11	12	21	60	28	103	286	67	240
7	11	12	21	60	28	103	286	67	253
7	11	12	21	60	28	103	286	397	245
7	11	12	21	60	28	103	286	397	252
7	11	12	21	60	122	120	244	147	235
7	11	12	21	60	122	120	244	147	249
7	11	12	21	60	122	120	301	230	254
7	11	12	21	60	122	120	301	230	255
7	11	12	21	60	122	120	301	424	241
7	11	12	21	60	122	120	301	424	243
7	11	12	21	60	122	120	301	424	247
7	11	12	21	60	122	188	268	437	76
7	11	12	21	60	122	188	268	437	78
7	11	12	21	60	122	188	268	437	259
7	11	12	21	60	122	188	275	392	56
7	11	12	21	60	122	188	275	392	246
7	11	12	21	60	122	188	305	418	75
7	11	12	21	60	122	188	305	418	77
7	11	12	21	60	122	188	305	418	79
7	11	19	28	51	12	23	224	15	321
7	11	19	28	51	12	23	224	15	865
7	11	19	28	51	12	23	224	36	306
7	11	19	28	51	12	23	224	36	308
7	11	19	28	51	23	87	218	208	310
7	11	19	28	51	23	87	218	208	313
7	11	19	28	51	23	87	218	328	227
7	11	19	28	51	23	87	218	328	324
7	11	19	28	51	23	87	218	328	329
7	11	19	28	51	85	5	114	433	171
7	11	19	28	51	85	5	114	433	192
7	11	19	28	51	85	5	114	433	194
7	11	19	28	51	85	197	143	327	177
7	11	19	28	51	85	197	143	327	311
7	11	19	28	51	85	197	143	327	315
7	11	19	28	51	85	197	154	377	168
7	11	19	28	51	85	197	154	377	186
7	11	19	28	51	85	197	154	377	323
7	11	19	28	51	85	197	154	377	327
7	11	19	33	23	95	39	150	228	675
7	11	19	33	23	95	39	150	228	678
7	11	19	33	23	95	39	150	280	672
7	11	19	33	23	95	39	150	280	676
7	11	19	33	23	95	39	150	280	677
7	11	19	33	23	95	159	159	301	669
7	11	19	33	23	95	159	159	301	686
7	11	19	33	23	95	159	250	296	680
7	11	19	33	23	95	159	250	296	685
7	11	19	33	23	95	159	250	296	852
7	11	19	33	23	95	193	191	325	226
7	11	19	33	23	95	193	191	325	583
7	11	19	33	23	95	193	191	325	671
7	11	19	33	23	95	193	280	219	603
7	11	19	33	23	95	193	280	219	679
7	11	19	33	23	95	193	280	281	607
7	11	19	33	23	95	193	280	281	684
7	11	19	33	23	95	193	280	281	687
7	11	19	33	47	37	90	307	52	656
7	11	19	33	47	37	90	307	52	659
7	11	19	33	47	37	90	307	277	586
7	11	19	33	47	37	90	307	277	589
7	11	19	33	47	37	90	307	277	590
7	11	19	33	47	102	177	93	126	666
7	11	19	33	47	102	177	93	126	670
7	11	19	33	47	102	177	104	121	612
7	11	19	33	47	102	177	104	121	614
7	11	19	33	47	102	177	223	369	609
7	11	19	33	47	102	177	223	369	610
7	11	19	33	47	102	177	223	369	665
7	11	19	33	47	116	71	220	80	621
7	11	19	33	47	116	71	220	80	649
7	11	19	33	47	116	71	220	191	598
7	11	19	33	47	116	71	220	191	637
7	11	19	33	47	116	73	172	133	615
7	11	19	33	47	116	73	172	133	619
7	11	19	33	47	116	73	172	136	618
7	11	19	33	47	116	73	172	136	646
7	11	19	33	47	116	163	198	425	588
7	11	19	33	47	116	163	198	425	591
7	11	19	33	47	116	163	198	425	592
7	11	19	33	47	116	163	298	343	1
7	11	19	33	47	116	163	298	343	5
7	11	19	33	47	116	163	298	344	22
7	11	19	33	47	116	163	298	344	30
