Region	Difumo_Component	Difumo_names	Yeo_networks7	Yeo_networks17	GM	WM	CSF
252	172	Cerebellum Crus I anterior LH	No network found	No network found	0.4857558829457714	0.18591810550363067	0.011513729193810282
253	173	Cerebellum VI anterior	No network found	No network found	0.18947745022887108	0.15478791655177626	0.002302264629425864
254	173	Cerebellum VI anterior	No network found	No network found	0.2206382384150342	0.17724706528426826	0.003155984989706228
255	174	Middle frontal gyrus posterior LH	DefaultB	DefaultB	0.5268951134836632	0.28416194655453875	0.07117339930191162
256	175	Cerebrospinal fluid (between middle frontal gyrus anterior and skull)	SalVentAttnA	SalVentAttnB	0.35861917248480907	0.02466793910283052	0.08463316822286979
257	175	Cerebrospinal fluid (between middle frontal gyrus anterior and skull)	SalVentAttnA	SalVentAttnB	0.07072783267925378	0.0025886025920612435	0.021573378018446818
258	176	Anterior cingulate cortex superior	DefaultB	SalVentAttnB	0.6103247356793154	0.14084358988771137	0.08411116826234426
259	177	Angular gyrus anterior LH	DefaultB	DefaultB	0.44924195239654724	0.19542777897392158	0.0574753530103558
260	178	Posterior cingulate	DefaultB	DefaultA	0.6086900528622606	0.19333587930548374	0.10060242819856685
261	179	Cerebellum Crus II	No network found	No network found	0.11498058328493023	0.011440682238278814	0.009820745481553539
262	179	Cerebellum Crus II	No network found	No network found	0.43366051787220816	0.052206779283143934	0.03365724877845653
263	180	Cerebrospinal fluid (between precentral gyrus superior and skull)	SalVentAttnA	SalVentAttnA	0.4269063223081397	0.06033658056283502	0.11344289124085322
264	181	Cerebellum VI	No network found	No network found	0.7557376847791499	0.11965386914006178	0.03595561057909688
265	182	Cerebrospinal fluid (between superior frontal gyrus posterior and skull)	DefaultB	DefaultB	0.49727708810041865	0.029089731350648983	0.1375104551172915
266	183	Intraparietal sulcus LH	ContA	ContA	0.4504464454123338	0.41317216583346544	0.04396103188863351
267	184	Cuneus superior	VisCent	VisPeri	0.3872575729095005	0.21189499773239864	0.07750275153168486
268	185	Frontal pole lateral LH	ContA	ContB	0.5557620592428059	0.24161808608471042	0.06496863597434409
269	186	Superior temporal sulcus RH	SomMotA	TempPar	0.06565944022271417	0.011056074072022264	0.005075029672441575
270	186	Superior temporal sulcus RH	SomMotA	TempPar	0.5150820158565055	0.12964583448453607	0.04682412027734591
271	187	Cerebellum VIIb	No network found	No network found	0.37765911552789017	0.054220664173280905	0.004589883738222349
272	187	Cerebellum VIIb	No network found	No network found	0.37387223084704124	0.04792614195203887	0.006369898338909683
273	188	Posterior cingulate cortex superior	DefaultB	ContC	0.6775318449111579	0.14144280177644544	0.09558896679261636
274	189	Superior parietal lobule anterior	DorsAttnB	DorsAttnB	0.2837379924299283	0.20852006389998	0.06560058152255394
275	189	Superior parietal lobule anterior	DorsAttnB	DorsAttnB	0.134946259433612	0.08962795959983538	0.030286835920122483
276	190	Insula posterior inferior	SalVentAttnA	SalVentAttnA	0.2219348860142231	0.15732369137921134	0.01914483370220835
277	190	Insula posterior inferior	SalVentAttnA	SalVentAttnA	0.2588528697254659	0.09642015031015957	0.019334471350244093
278	191	Central opercular cortex	SomMotA	SomMotB	0.5620021640152214	0.2989084657316937	0.034557533400699336
279	192	Middle frontal gyrus posterior RH	ContA	ContB	0.019584630895764916	0.003809115389948291	0.0018475359259506254
280	192	Middle frontal gyrus posterior RH	ContA	ContB	0.5109353088478703	0.23830674656559636	0.07443711335947184
281	193	Lingual gyrus lateral	VisCent	VisCent	0.23971408878595865	0.03420127717959906	0.037407766592782526
282	193	Lingual gyrus lateral	VisCent	VisCent	0.4835965685428871	0.06909711656763179	0.06549902358931553
283	194	Lateral occipital cortex	VisCent	DorsAttnA	0.1834126953491665	0.033370540974587276	0.060066916251644786
284	194	Lateral occipital cortex	VisCent	DorsAttnA	0.37147077334934664	0.0900593799409943	0.039218795312597365
285	195	Lingual gyrus medial	VisCent	VisPeri	0.5944047580825484	0.05070795147560267	0.2344260208753285
286	196	Superior frontal gyrus posterior RH	DorsAttnB	DorsAttnB	0.11496018023949635	0.027935625051955296	0.012848954759817587
287	196	Superior frontal gyrus posterior RH	DorsAttnB	DorsAttnB	0.4134315429560264	0.1348103794842687	0.07994110041970774
288	197	Parieto-occipital sulcus mid-posterior	VisCent	VisPeri	0.1586002542481933	0.1474076045425509	0.024585559986846806
289	197	Parieto-occipital sulcus mid-posterior	VisCent	VisPeri	0.2619974267554065	0.21201233280045104	0.053354180107273136
290	198	Cerebrospinal fluid (between paracentral lobule and skull)	SomMotA	SomMotA	0.2582700820134467	0.07358184625879738	0.0900830135299619
291	199	Putamen and globus pallidus	No network found	No network found	0.0848084393587804	0.34278863200913334	1.357794569647156e-05
292	199	Putamen and globus pallidus	No network found	No network found	0.11339587212492806	0.3487528443768675	0.00011442915051670642
293	200	Cerebellum V	No network found	No network found	0.7031916646054613	0.14381696631264554	0.04236896536988773
294	201	Cingulate sulcus posterior	SomMotA	SomMotA	0.6287753289630913	0.1389727882410856	0.13875400336844002
295	202	Cerebrospinal fluid (between middle frontal gyrus and skull RH)	ContA	SalVentAttnB	0.32467212633609527	0.01393332625610446	0.11330035705466392
296	203	Fusiform gyrus RH	VisCent	VisCent	0.45244745229480526	0.3795683683913391	0.01845079381595258
297	204	Planum temporale RH	SomMotA	SomMotB	0.5929444700183114	0.1955121425841253	0.08520352267029475
298	205	Pericallosal sulcus middle	ContA	ContC	0.4525071664283494	0.2395388851562768	0.06609213671291461
299	206	Thalamus inferior	No network found	No network found	0.3157923159080359	0.32839319356928776	0.027720095802033502
300	207	Middle frontal gyrus posterior	SalVentAttnA	SalVentAttnA	0.051978106752430926	0.1510700047831847	0.0005725598495775814
301	207	Middle frontal gyrus posterior	SalVentAttnA	SalVentAttnA	0.0837585174956132	0.19896175528813836	0.0010810657618103112
302	208	Superior parietal lobule middle	DorsAttnB	DorsAttnA	0.20946296396690348	0.12989062607760532	0.05212300510046541
303	208	Superior parietal lobule middle	DorsAttnB	DorsAttnA	0.22351431191423513	0.12313718025324537	0.05705280037546711
304	209	Cerebellum Crus I posterior LH	No network found	No network found	0.5888526431438794	0.12653147476482487	0.02459599632902951
305	210	Precentral sulcus inferior RH	DorsAttnB	ContA	0.523986958737735	0.1398127602327041	0.07504945387192878
306	211	Cerebellum VI RH	VisCent	VisCent	0.09038746767803776	0.0008932918170344763	0.012789550114584037
307	211	Cerebellum VI RH	VisCent	VisCent	0.6947196248278763	0.023182025055523203	0.06811384489290125
308	212	Inferior temporal sulcus posterior LH	DorsAttnB	DorsAttnA	0.4607273560292468	0.20359351511560012	0.022868568144626688
309	213	Lingual gyrus anterior	VisCent	VisPeri	0.44192476752351495	0.032803492950015924	0.21260907512801366
310	214	Middle frontal gyrus anterior	ContA	SalVentAttnB	0.32188282697361775	0.19226389590274848	0.032134097861583846
311	214	Middle frontal gyrus anterior	ContA	SalVentAttnB	0.1565560615021263	0.09429478715819047	0.014198412152665665
312	215	Superior parietal lobule posterior	DorsAttnB	DorsAttnA	0.12551787186215935	0.09384778484919089	0.02739015755391764
313	215	Superior parietal lobule posterior	DorsAttnB	DorsAttnA	0.28506263882111094	0.2513290432102945	0.06322907895889636
314	216	Parieto-occipital sulcus posterior	VisCent	ContC	0.5155366070674607	0.21480594669989725	0.16751279387101983
315	217	Superior temporal gyrus anterior	LimbicA	LimbicA	0.32949501498373696	0.03172998252201906	0.1487648035080904
316	217	Superior temporal gyrus anterior	LimbicA	LimbicA	0.264842787778323	0.01212860921146963	0.1282397941690043
317	218	Precuneus inferior	DefaultB	DefaultA	0.5370597185124424	0.15543910617709278	0.08737431969156192
318	219	Paracentral lobule	SomMotA	SomMotA	0.42110561420724535	0.1397935257668277	0.18951148659439992
319	220	Thalamic radiation mid-posterior	No network found	No network found	0.14662833860008181	0.1618549614474363	0.19361380993424934
320	220	Thalamic radiation mid-posterior	No network found	No network found	0.10824572634477014	0.1164762667907965	0.16657884942761458
321	221	Precentral sulcus superior LH	DorsAttnB	DorsAttnB	0.3736955819494437	0.20395186762798506	0.053593941473096485
322	221	Precentral sulcus superior LH	DorsAttnB	DorsAttnB	0.07105265421391121	0.015477133542076195	0.025957761537639158
323	222	Calcarine sulcus mid-anterior	VisCent	VisPeri	0.5957191716141366	0.2569045823955252	0.0582229805468122
324	223	Cerebellum VI superior	VisCent	VisPeri	0.5754891161640585	0.01127049973709555	0.31599530995491226
325	224	Putamen superior	No network found	No network found	0.24889792700607774	0.26039067062716914	1.7190037855470518e-05
326	224	Putamen superior	No network found	No network found	0.19986579376340025	0.19173034891706328	6.13006016350039e-06
327	225	Middle temporal gyrus middle RH	DefaultB	TempPar	0.516783260052137	0.1758963824650019	0.035941835889908694
328	226	Insula antero-superior	SalVentAttnA	SalVentAttnA	0.12931370187669053	0.04442887258344136	0.005759692866290093
329	226	Insula antero-superior	SalVentAttnA	SalVentAttnA	0.47474870021847587	0.17531258128962918	0.03752364179315298
330	227	Parietal operculum LH	SalVentAttnA	TempPar	0.5247345101916404	0.22538402017509881	0.07575615082828031
331	228	Thalamus superior	No network found	No network found	0.6104870099573886	0.28258964124463265	0.0015766062122068469
332	229	Dorsomedial prefrontal cortex posterior	DefaultB	ContB	0.5670524115959793	0.10559908259221393	0.20203778915469853
333	230	Angular sulcus inferior RH	SalVentAttnA	TempPar	0.5772846106331992	0.33981482735194696	0.05212849141212436
334	231	Corona radiata posterior LH	No network found	No network found	0.015698165447725072	0.7164560853617421	3.1186537734007823e-05
335	232	Pars opercularis	SalVentAttnA	ContA	0.33500016038759506	0.08606890263542866	0.05113068946666562
336	232	Pars opercularis	SalVentAttnA	ContA	0.27442234350591443	0.06111010576828463	0.04588074886017274
337	233	Cerebellum VI anterior	No network found	No network found	0.163980141351375	0.005394734654853728	0.02373357657276578
338	233	Cerebellum VI anterior	No network found	No network found	0.4754908980615585	0.02596799766195673	0.05256870769828668
339	234	Superior occipital sulcus LH	DorsAttnB	DorsAttnA	0.42470814608340207	0.2900757714226854	0.059166424440868615
340	234	Superior occipital sulcus LH	DorsAttnB	DorsAttnA	0.04654949840444876	0.02530816689980263	0.0048273848266523495
341	235	Dorsomedial prefrontal cortex anterior	DefaultB	DefaultB	0.5449221748337322	0.12664211420447757	0.15532545583454843
342	236	Pars orbitalis RH	DefaultB	DefaultB	0.06410365351682183	0.020439254770314944	0.010799534444583285
343	236	Pars orbitalis RH	DefaultB	DefaultB	0.4841972057583214	0.18309469021528896	0.051707610019233186
344	237	Occipitotemporal gyrus anterior	VisCent	DefaultC	0.3786345330322593	0.09930421913111467	0.02903380920758032
345	237	Occipitotemporal gyrus anterior	VisCent	DefaultC	0.27559075047729426	0.0827380656814709	0.019241738940912818
346	238	Calcarine sulcus anterior	VisCent	VisPeri	0.22001035474824812	0.08260443998993958	0.02671572301288387
347	238	Calcarine sulcus anterior	VisCent	VisPeri	0.292876919046811	0.09872292091985704	0.03156590117556243
348	239	Precentral gyrus middle	SomMotA	SomMotB	0.3103541002049851	0.19840370376599523	0.044562302795769865
349	239	Precentral gyrus middle	SomMotA	SomMotB	0.21706412300152755	0.1231137848076924	0.030116171098932987
350	240	Lateral occipital cortex inferior	VisCent	VisCent	0.48091032330538647	0.22838147982501492	0.04493738038912179
351	241	Precuneus posterior	ContA	ContC	0.6067521879650045	0.17634145553618794	0.15226641283766318
352	242	Anterior horizontal ramus lateral fissure RH	SalVentAttnA	SalVentAttnB	0.5842829146259367	0.18605280006414548	0.08471307576162099
353	243	Postcentral sulcus middle RH	SomMotA	SomMotA	0.2577244351481716	0.35381225638450664	0.03460051250925428
354	244	Ventromedial prefrontal cortex anterior	DefaultB	DefaultA	0.47732507881568265	0.10971531480713737	0.1525439313628681
355	245	Cerebrospinal fluid (between middle frontal gyrus RH and skull)	ContA	ContB	0.4221225954884254	0.04094115723267524	0.11304497894252884
356	246	Cerebrospinal fluid (between precentral and postcentral gyri LH and skull)	SomMotA	SomMotA	0.3355267615375329	0.08233161242930091	0.14005693923617982
357	247	Superior longitudinal fasciculus I posterior RH	No network found	No network found	0.0022312719878110026	0.09377162691695445	4.871679633515091e-06
358	247	Superior longitudinal fasciculus I posterior RH	No network found	No network found	0.032030127140765204	0.7235359295488966	9.413606887746796e-05
359	248	Superior frontal sulcus RH	ContA	ContB	0.5704870575320176	0.2245105454430062	0.08655054519229026
360	249	Forceps major RH	No network found	No network found	0.001118631416607989	0.031839847862001336	6.70378688065682e-06
361	249	Forceps major RH	No network found	No network found	0.041995445375987026	0.7505734743900422	0.001439472878750267
362	250	Superior longitudinal fasciculus II LH	No network found	No network found	0.018078360326279495	0.7513510432830268	6.295721502632888e-05
363	251	Supramarginal gyrus anterior LH	SalVentAttnA	SalVentAttnA	0.42188724590585375	0.14003043446639435	0.06447469561252175
364	251	Supramarginal gyrus anterior LH	SalVentAttnA	SalVentAttnA	0.10621496479041188	0.037803859836076134	0.0095931314406381
365	252	Callosomarginal sulcus inferior	SalVentAttnA	SalVentAttnA	0.2573347140737955	0.1654856812855313	0.018791497551964076
366	252	Callosomarginal sulcus inferior	SalVentAttnA	SalVentAttnA	0.2885434384940662	0.10771857378793837	0.028728752093605123
367	253	Superior temporal sulcus posterior RH	SomMotA	TempPar	0.28248632764254605	0.5035151713732461	0.014799798923989948
368	254	Superior longitudinal fasciculus I LH	No network found	No network found	0.020645771120687353	0.8133898616288379	4.264951110840929e-05
369	254	Superior longitudinal fasciculus I LH	No network found	No network found	0.00010942388597122686	0.013811592022140745	1.0398251360286115e-07
370	255	Parietal operculum RH	SomMotA	SomMotB	0.06678747326767204	0.0453997995951871	0.003009208172353543
371	255	Parietal operculum RH	SomMotA	SomMotB	0.40796823684479566	0.27700704195601294	0.025911731956005702
372	256	Precuneus superior	DorsAttnB	ContC	0.48905792681188537	0.1254757183832997	0.1253750071546361
