Region	Difumo_Component	Difumo_names	Yeo_networks7	Yeo_networks17	GM	WM	CSF
37	28	Inferior occipital gyrus	VisCent	VisCent	0.09291693630530111	0.005534437112072507	0.016522828145419752
38	28	Inferior occipital gyrus	VisCent	VisCent	0.5605590266436858	0.10829634232592385	0.06190786597295029
39	29	Angular gyrus superior RH	ContA	ContB	0.48933080946594326	0.11932299249651165	0.08984949800213288
40	30	Postcentral sulcus superior LH	DorsAttnB	DorsAttnB	0.4800269379204695	0.1476180363865119	0.13215619935176579
41	31	Superior occipital sulcus RH	VisCent	VisCent	0.43259032874364794	0.362240469317568	0.03511393921288296
42	32	Anterior cingulate cortex middle	DefaultB	DefaultA	0.6118966322813125	0.18311397183458	0.09716608119411156
43	33	Cerebellum IX	No network found	No network found	0.2642814391772071	0.17231611281327786	0.03124703012368076
44	33	Cerebellum IX	No network found	No network found	0.2668442198313252	0.13205500992264324	0.036080523795522394
45	34	Corpus callosum forceps minor LH	No network found	No network found	0.02884929849856175	0.7243780584803007	0.006279822811906057
46	34	Corpus callosum forceps minor LH	No network found	No network found	0.012141793738340787	0.051649851504663294	0.006514858918294101
47	35	Occipitotemporal sulcus posterior RH	VisCent	DorsAttnA	0.5295192086560166	0.2346789840283751	0.02788689614551426
48	36	Cerebellum VIIb	No network found	No network found	0.44891395521983374	0.17085623536466124	0.036026233400066165
49	37	Caudate inferior	No network found	No network found	0.5498996222571554	0.1308517358363007	0.03497747981949461
50	38	Supramarginal gyrus RH	SalVentAttnA	SalVentAttnB	0.5255089319389901	0.1234753703277215	0.08848128120411405
51	39	Paracingulate gyrus anterior	DefaultB	DefaultA	0.5567900545489907	0.18199208919115437	0.1343422007176301
52	40	Paracingulate gyrus posterior	SalVentAttnA	SalVentAttnA	0.559025385953146	0.13402710872617993	0.10267398514219146
53	41	Thalamus middle	No network found	No network found	0.1831843163328284	0.25931019865123267	0.001446737834095201
54	41	Thalamus middle	No network found	No network found	0.16137634729510597	0.22054573398872993	0.00040121246983255537
55	42	Postcentral sulcus inferior	DorsAttnB	DorsAttnB	0.28319424818887734	0.2837450771681369	0.020309725761100048
56	42	Postcentral sulcus inferior	DorsAttnB	DorsAttnB	0.1701521515871661	0.053554096194515795	0.03322182880825084
57	43	Ventromedial prefrontal cortex	LimbicA	LimbicB	0.6007171344383748	0.22001737853239503	0.09399801052833112
58	44	Precentral sulcus medial	SomMotA	SomMotA	0.45373081897855155	0.3689587430119146	0.05917267238350053
59	45	Superior frontal sulcus LH	DefaultB	DefaultA	0.49971532364794596	0.22323649259063144	0.06410829337557765
60	46	Postcentral sulcus superior RH	DorsAttnB	DorsAttnB	0.04198393179381056	0.019108847820645473	0.01183168961655782
61	46	Postcentral sulcus superior RH	DorsAttnB	DorsAttnB	0.3941353731672284	0.24756829389836182	0.10832790078534801
62	47	Supramarginal gyrus anterior RH	DorsAttnB	DorsAttnB	0.49819812546516357	0.2257052941409242	0.08530397841336998
63	48	Frontal operculum RH	SomMotA	SomMotB	0.05602407332274305	0.004263182680906057	0.014909171445438402
64	48	Frontal operculum RH	SomMotA	SomMotB	0.5226509105204559	0.06929138571788247	0.11187408143749762
65	49	Lingual gyrus mid-anterior	VisCent	VisPeri	0.14185237647176674	0.030962448768195594	0.014758311627622337
66	49	Lingual gyrus mid-anterior	VisCent	VisPeri	0.43763046638381276	0.10046287838568557	0.047803798915203005
67	50	Cerebellum VIIIb posterior	No network found	No network found	0.5611156435851288	0.26565133331119933	0.0488316541799076
68	51	Central sulcus superior RH	SomMotA	SomMotA	0.37520949083929467	0.22510657129528708	0.09180803058041315
69	52	Cerebrospinal fluid (between parietal lobe and skull)	DorsAttnB	DorsAttnB	0.4377481828033623	0.03889564529353777	0.23407332747496393
70	53	Caudate anterior	No network found	No network found	0.19476304475513628	0.22727676681306822	9.379578501065676e-05
71	53	Caudate anterior	No network found	No network found	0.25928288966150614	0.18644564707847533	0.00212804136972223
72	54	Superior frontal sulcus anterior RH	SalVentAttnA	SalVentAttnB	0.0685161052097276	0.03644637148898811	0.0055062336780514875
73	54	Superior frontal sulcus anterior RH	SalVentAttnA	SalVentAttnB	0.4772448347004493	0.290133640059916	0.0391949693911136
74	55	Corona radiata anterior	No network found	No network found	0.0024819871084560225	0.21398260711897452	2.134534174088228e-05
75	55	Corona radiata anterior	No network found	No network found	0.010724673388028218	0.6680831422429606	1.834790979849326e-05
76	56	Suborbital cortex	LimbicA	LimbicB	0.38984811279709974	0.07122356956074898	0.030314802050034888
77	56	Suborbital cortex	LimbicA	LimbicB	0.3041426301346519	0.05480669391175733	0.02320352355572707
78	57	Inferior frontal gyrus LH	ContA	ContA	0.43558785105844383	0.05607256266019569	0.11971907029567698
79	58	Caudate superior	No network found	No network found	0.2945534009737171	0.11767182794848033	0.050288856264651606
80	58	Caudate superior	No network found	No network found	0.27786930172435936	0.06456292348932478	0.07784790730530108
81	59	Fusiform gyrus posterior LH	VisCent	VisCent	0.6596791666634478	0.13098327531031123	0.09475636157058784
82	59	Fusiform gyrus posterior LH	VisCent	VisCent	0.054698874047514376	0.007321169600923532	0.005657972432273665
83	60	Genu of callosal body	No network found	No network found	0.16864275558053174	0.4190392098345732	0.23038508819411724
84	61	Frontal pole superior	DefaultB	DefaultA	0.462250292007483	0.05737354130575092	0.11167222393271724
85	62	Lingual gyrus middle	VisCent	VisPeri	0.44241570784200085	0.28772358816749305	0.020519464812027478
86	63	Intraparietal sulcus superior RH	DorsAttnB	DorsAttnA	0.4065643262011186	0.2386819033448397	0.09158949635884546
87	64	Angular gyrus inferior LH	SalVentAttnA	TempPar	0.5921893054419982	0.1692017308358845	0.06693153749755787
88	65	Precuneus anterior	SalVentAttnA	ContC	0.5386110934204784	0.072099373163745	0.2297647353177148
89	66	Anterior commissure	LimbicA	LimbicB	0.5857045214617403	0.2590820689823483	0.04081304266029679
90	67	Middle frontal gyrus middle RH	ContA	ContB	0.025398148086885706	0.022261388647086582	0.002236088517734427
91	67	Middle frontal gyrus middle RH	ContA	ContB	0.34506620634438423	0.34315799853800405	0.025434829389254076
92	68	Superior frontal gyrus posterior LH	DorsAttnB	ContA	0.4039382926591076	0.12620557466787902	0.09238036732588852
93	68	Superior frontal gyrus posterior LH	DorsAttnB	ContA	0.05671953051277256	0.020928611043687005	0.009373161404632584
94	69	Cerebellum VIIIb anterior	No network found	No network found	0.3493014371765065	0.07941062276544406	0.014330949912120763
95	69	Cerebellum VIIIb anterior	No network found	No network found	0.3366282319974876	0.06522870945445865	0.018030736775278083
96	70	Parietal operculum	SalVentAttnA	SalVentAttnA	0.10761211577432761	0.007997499867347158	0.030660605436308472
97	70	Parietal operculum	SalVentAttnA	SalVentAttnA	0.5307889855735008	0.06851938574624418	0.11090583019712483
98	71	Isthmus of corpus callosum	No network found	No network found	0.08032913314224432	0.1811262589303515	0.14141976458310423
99	71	Isthmus of corpus callosum	No network found	No network found	0.07183702993331088	0.1679637546536864	0.13551928418571746
100	72	Putamen inferior	No network found	No network found	0.25187549914519036	0.12435648392007988	0.0027784049515669177
101	72	Putamen inferior	No network found	No network found	0.23630984515930864	0.10579071004885475	0.002224591447330138
102	73	Supramarginal gyrus	SalVentAttnA	SalVentAttnA	0.05213020944796431	0.013586191686373898	0.006273062112071284
103	73	Supramarginal gyrus	SalVentAttnA	SalVentAttnA	0.3566103450950409	0.22949737821917643	0.03558957761650145
104	74	Insula	SalVentAttnA	SalVentAttnA	0.23183577973487132	0.026798976449093997	0.006120780337843371
105	74	Insula	SalVentAttnA	SalVentAttnA	0.36766536965250873	0.0585255749049764	0.011723920476565845
106	75	Inferior frontal sulcus posterior LH	ContA	ContA	0.4738785255090185	0.2630283454046965	0.04795146381481407
107	76	Superior frontal gyrus posterior	DefaultB	DefaultB	0.2499043183888343	0.14489947601578368	0.022516942850341375
108	76	Superior frontal gyrus posterior	DefaultB	DefaultB	0.20760941764652924	0.12703920592347023	0.023211859517006116
109	77	Cuneus posterior	VisCent	VisPeri	0.44744364219859317	0.27438636599565064	0.08530606372353997
110	78	Lingual gyrus mid-posterior	VisCent	VisCent	0.4042130694138963	0.25830468382145944	0.029159710243010593
111	79	Frontal pole lateral RH	ContA	ContB	0.47418629845427523	0.12243058290530903	0.07514297153005695
112	80	Inferior temporal gyrus posterior LH	DorsAttnB	DorsAttnA	0.6182639129020822	0.14053674529252172	0.05105015028738751
113	80	Inferior temporal gyrus posterior LH	DorsAttnB	DorsAttnA	0.042014209400382134	0.009295921443487133	0.002371830830471783
114	81	Cerebellum Crus I RH	No network found	No network found	0.7297739263246005	0.114318733547359	0.03808890065277382
115	82	Cerebrospinal fluid (between superior frontal gyrus anterior and skull)	DefaultB	DefaultB	0.3561882408042981	0.010264300761232779	0.11085773162495134
116	83	Central sulcus inferior	SomMotA	SomMotB	0.2082001794304854	0.11082403218348252	0.030977690568982575
117	83	Central sulcus inferior	SomMotA	SomMotB	0.2711968548362839	0.12589688309480065	0.04308998141088798
118	84	Superior occipital sulcus inferior	VisCent	VisCent	0.07861873145599736	0.04771619097423461	0.01427405346820845
119	84	Superior occipital sulcus inferior	VisCent	VisCent	0.32270741876939263	0.16739423289125424	0.05832055000690125
120	85	Ventral visual stream	No network found	No network found	0.09972563299792454	0.5245692662772542	0.015598472570159916
121	85	Ventral visual stream	No network found	No network found	0.044434738596925975	0.18489453444509005	0.010653873551399795
122	86	Heschl’s gyrus	SomMotA	SomMotB	0.24058540942777257	0.01729178567981298	0.07179017047577527
123	86	Heschl’s gyrus	SomMotA	SomMotB	0.43796317721015066	0.017949209063781613	0.11451763419116998
124	87	Central and postcentral sulci mid-superior	SomMotA	SomMotA	0.1465275653849028	0.1152118643017085	0.040146251810769105
125	87	Central and postcentral sulci mid-superior	SomMotA	SomMotA	0.23813914890695412	0.17107329656710907	0.07703558230355559
126	88	Cuneus inferior	VisCent	VisPeri	0.6178086865713541	0.1727823486846398	0.10973870194239296
127	89	Transverse occipital sulcus	VisCent	VisCent	0.19734878230224392	0.18871826246168963	0.014043009829630991
128	89	Transverse occipital sulcus	VisCent	VisCent	0.175878033348331	0.15840649276108115	0.010897395234548078
129	90	Posterior cingulate cortex middle	DefaultB	ContC	0.4742986972130581	0.2786159026417269	0.05844341732638543
130	91	Cerebellum Crus I superior	No network found	No network found	0.4156544519544366	0.01582521034965031	0.0706076782948747
131	91	Cerebellum Crus I superior	No network found	No network found	0.3522637772195187	0.010713136503693077	0.059531015625070266
132	92	Frontomarginal gyrus	ContA	ContB	0.02821690726717907	0.37480371788109895	0.00029932208861615
133	92	Frontomarginal gyrus	ContA	ContB	0.05682453062779984	0.37954466796123076	0.0010336155832760228
134	93	Optic radiation LH	No network found	TempPar	0.0796082935665153	0.8344268362271011	0.0007729566588429519
135	94	Inferior frontal sulcus anterior LH	ContA	ContA	0.5293052396269518	0.2645767776316734	0.04959763437507448
136	95	Hippocampus posterior	No network found	No network found	0.22187375409074894	0.09766873530195842	0.017028639923289644
137	95	Hippocampus posterior	No network found	No network found	0.2537409198019897	0.12794308286809714	0.021246846296903592
138	96	Cerebellum IV	No network found	No network found	0.6902927452220148	0.014233485374933616	0.2355368555030459
139	97	Superior occipital gyrus RH	DorsAttnB	DorsAttnA	0.2979596516754043	0.21249453635874863	0.03244339258140782
140	97	Superior occipital gyrus RH	DorsAttnB	DorsAttnA	0.2178503046393764	0.07087375205603236	0.012060299801428476
141	98	Forceps minor RH	No network found	No network found	0.000758411084369835	0.06001652036402309	4.5674126492963124e-07
142	98	Forceps minor RH	No network found	No network found	0.053376095387372216	0.7205944363488077	0.00038070033227831525
143	99	Precentral sulcus superior	DorsAttnB	DorsAttnB	0.26984223059974594	0.19826147454203322	0.04201545127646409
144	99	Precentral sulcus superior	DorsAttnB	DorsAttnB	0.20325214503489997	0.11488969720198337	0.036615944410968
145	100	Central sulcus middle	SomMotA	SomMotB	0.21473721543820898	0.14974998717991336	0.04463649804412584
146	100	Central sulcus middle	SomMotA	SomMotB	0.26467992146185315	0.19893270881491226	0.036365655717647424
147	101	Internal capsule anterior horn RH	No network found	No network found	8.401748138126222e-05	0.013663668066470937	1.1923206276519371e-07
148	101	Internal capsule anterior horn RH	No network found	No network found	0.03148925014829173	0.8067024872876934	0.0008748320401987199
149	102	Posterior cingulate cortex inferior	DefaultB	DefaultC	0.598076824328245	0.158776136993689	0.08777897832023057
150	103	Lateral ventricles middle	No network found	No network found	0.21883813309665176	0.07940808543872001	0.1726646165701694
151	103	Lateral ventricles middle	No network found	No network found	0.17434300581057	0.06402126648880095	0.1533232029092424
152	104	Frontal pole inferior	LimbicA	LimbicB	0.19910179359344388	0.11468911041358536	0.020412843303944023
153	104	Frontal pole inferior	LimbicA	LimbicB	0.18836598444165442	0.1281466605838088	0.01547322414524779
154	105	Putamen anterior	No network found	No network found	0.26407118071865776	0.09067047943234771	0.00013669736119044045
155	105	Putamen anterior	No network found	No network found	0.2981781722047074	0.12458689485164709	0.0001318687087060484
156	106	Intraparietal sulcus posterior LH	DorsAttnB	DorsAttnA	0.41813493680274344	0.30005250146906	0.09203841783021385
157	107	Occipital pole middle	VisCent	VisCent	0.2396280820590467	0.15820970005702578	0.057398974879250476
158	107	Occipital pole middle	VisCent	VisCent	0.2208137431822612	0.18705303319242159	0.019275126656755417
159	108	Middle temporal gyrus posterior	DorsAttnB	DorsAttnB	0.14523185319804935	0.01542058374828432	0.02959905232706717
160	108	Middle temporal gyrus posterior	DorsAttnB	DorsAttnB	0.41666566865806587	0.14805032765383266	0.028345540457067855
161	109	Angular gyrus RH	DefaultB	DefaultA	0.41048212203586965	0.33265198660917533	0.02877080039175183
162	110	Insula anterior	SalVentAttnA	SalVentAttnB	0.4960805915405001	0.08827172201942565	0.05137549417816325
163	110	Insula anterior	SalVentAttnA	SalVentAttnB	0.15392443550782045	0.02414574089481147	0.014146798469140482
164	111	Retrosplenial cortex	No network found	DefaultC	0.2431344426551927	0.036296276929314995	0.6037058363417801
165	112	Inferior occipital gyrus posterior	VisCent	VisCent	0.20780266533229508	0.03203152297912821	0.06487017458527981
166	112	Inferior occipital gyrus posterior	VisCent	VisCent	0.31825269785261445	0.10712052936033672	0.04665533443801027
167	113	Lateral occipital cortex anterior	VisCent	DorsAttnA	0.3523646305694918	0.16634679643934625	0.030777936760413047
168	113	Lateral occipital cortex anterior	VisCent	DorsAttnA	0.23216806673648852	0.1205772250801654	0.016590326087506164
169	114	Corona radiata	No network found	No network found	0.015642133344845318	0.2860562079000297	7.55760889235099e-05
170	114	Corona radiata	No network found	No network found	0.03523882420225326	0.4765967974011764	0.00023642762206556433
171	115	Superior parts of central and postcentral sulci LH	SomMotA	SomMotA	0.20290244394542817	0.14490443687949534	0.054070939600098344
172	116	Superior frontal gyrus medial mid-posterior	ContA	SalVentAttnB	0.5937139912799194	0.10390670969270377	0.20419528945707235
173	117	Collateral sulcus middle	VisCent	DefaultC	0.37757403403954204	0.07729213530414307	0.033154952429060906
174	117	Collateral sulcus middle	VisCent	DefaultC	0.3402287483605382	0.0841887822063406	0.028218010746327443
175	118	Intraparietal sulcus inferior RH	ContA	ContA	0.44097339370381156	0.24179120197874276	0.07901127164365626
176	119	Calcarine sulcus posterior	VisCent	VisPeri	0.47199654437799143	0.23527400521097191	0.07189237456278492
177	120	Lateral occipital cortex superior	DorsAttnB	DefaultC	0.47435018148783936	0.16497540864867108	0.09458802541979484
178	120	Lateral occipital cortex superior	DorsAttnB	DefaultC	0.023495474244902368	0.005221378883896808	0.0019048767641021381
179	121	Dorsomedial prefrontal cortex	ContA	SalVentAttnB	0.5093554984274399	0.11242164916456773	0.09436861875144019
180	122	Occipital pole superior	VisCent	VisCent	0.1934855518697372	0.13103072974023883	0.03980378884023239
181	122	Occipital pole superior	VisCent	VisCent	0.25955006169241673	0.26538972470696975	0.021940211584750922
182	123	Callosomarginal sulcus	SomMotA	SomMotA	0.2265429782411486	0.129663800896001	0.040508367920377555
183	123	Callosomarginal sulcus	SomMotA	SomMotA	0.2305632538700488	0.12407798377058568	0.033482575286301726
184	124	Intraparietal sulcus posterior RH	DorsAttnB	DorsAttnA	0.02531224522058942	0.004382361605717755	0.009152488388066246
185	124	Intraparietal sulcus posterior RH	DorsAttnB	DorsAttnA	0.4923578330400169	0.32764443120069053	0.09397309231592185
186	125	Hippocampal fissure	No network found	DefaultC	0.19558563405696502	0.048410106258756545	0.10993057063374208
187	125	Hippocampal fissure	No network found	DefaultC	0.2329672731046212	0.08201751476335367	0.12716508472707538
188	126	Angular gyrus posterior RH	DefaultB	DefaultC	0.5522244393297764	0.17019692873724057	0.060171116938002284
189	127	Angular gyrus posterior LH	DefaultB	DefaultB	0.48202581717778675	0.15080105010582992	0.05485486859012912
190	128	Parieto-occipital sulcus mid-anterior	VisCent	DefaultC	0.16048934380578872	0.04072255429431562	0.016292101898978607
191	128	Parieto-occipital sulcus mid-anterior	VisCent	DefaultC	0.2441618082901411	0.2265638819711026	0.013620971172414285
192	129	Precentral sulcus RH	ContA	ContA	0.4781928013783544	0.15495643683813545	0.08015232018819202
193	130	Pons superior	No network found	No network found	0.497665848873844	0.2508978577936185	0.07879836342619524
194	131	Suborbital cortex medial	No network found	LimbicB	0.054891834546582925	0.2508287577624732	0.0015859916794889902
195	131	Suborbital cortex medial	No network found	LimbicB	0.09646367693570647	0.4003619343735187	0.002557485704850423
196	132	Insula antero-inferior	SalVentAttnA	SalVentAttnA	0.3359016516933383	0.1145488576029336	0.020070429073234926
197	132	Insula antero-inferior	SalVentAttnA	SalVentAttnA	0.2404262835492879	0.0874845138805921	0.011002732814486991
198	133	Thalamus medial	No network found	No network found	0.5993687825698882	0.10437343496361734	0.20629078259048644
199	134	Middle temporal gyrus anterior RH	DefaultB	DefaultA	0.01024874693845233	0.00033184721593905724	0.0024012254095859505
200	134	Middle temporal gyrus anterior RH	DefaultB	DefaultA	0.6934717608847072	0.15081444293950022	0.07923842773212042
201	135	Superior corona radiata RH	No network found	No network found	0.008933020391367607	0.037962258879329844	0.0029107193387595993
202	135	Superior corona radiata RH	No network found	No network found	0.03023148726265792	0.7025100704087613	0.003807216220223704
203	136	Cerebrospinal fluid (between middle frontal gyrus posterior and skull)	DefaultB	DefaultB	0.43472934258740914	0.032597250891334466	0.10926273065706758
204	137	Paracentral lobule posterior	SomMotA	SomMotA	0.4515020008008358	0.3116754404644019	0.15316574266694474
205	138	Pons inferior	No network found	No network found	0.3443029541424061	0.3194072339764535	0.005501928060740082
206	139	Calcarine sulcus middle	VisCent	VisPeri	0.2802237813231545	0.2209418159247874	0.04173455753769297
207	139	Calcarine sulcus middle	VisCent	VisPeri	0.1686474305237895	0.18538097231838677	0.025090483336704758
208	140	Lateral ventricles posterior horns	No network found	No network found	0.12233350706317973	0.15107154153907063	0.1717025107488503
209	140	Lateral ventricles posterior horns	No network found	No network found	0.13154463868376645	0.10415952871473456	0.20039756568907507
210	141	Inferior frontal gyrus anterior LH	ContA	ContB	0.09052295381547201	0.015579711424926026	0.006067796771784521
211	141	Inferior frontal gyrus anterior LH	ContA	ContB	0.42155558884027816	0.10543317057827219	0.06674511157086013
212	142	Central and postcentral sulci superior	SomMotA	SomMotA	0.13401213302050552	0.07252546742854198	0.07129806055593714
213	142	Central and postcentral sulci superior	SomMotA	SomMotA	0.11838769329015147	0.11203123619844169	0.03355968277421759
214	143	Cerebellum Crus I posterior	No network found	No network found	0.5796485863225439	0.03304775302997224	0.15128001811351033
215	144	Inferior frontal sulcus anterior RH	ContA	SalVentAttnB	0.5437608982866372	0.23769401957529845	0.05028597414621201
216	145	Angular gyrus superior LH	ContA	ContB	0.45222320420535816	0.15654342765524393	0.1074714760816575
217	146	Intermediate primus of Jensen RH	ContA	ContB	0.5220592070639455	0.39742700678015835	0.05355920325493156
218	147	Cerebellum Crus I lateral RH	No network found	No network found	0.4560233508559704	0.28865922403095534	0.010821317938054418
219	148	Lateral fissure anterior	SalVentAttnA	SalVentAttnB	0.20436710448742715	0.0016833408283529392	0.11243116218864897
220	148	Lateral fissure anterior	SalVentAttnA	SalVentAttnB	0.2526064874322095	0.0031590831295805017	0.13208315256734826
221	149	Anterior cingulate cortex inferior	DefaultB	DefaultA	0.5142849055528133	0.18084822347369173	0.06010870803746826
222	150	Cerebrospinal fluid (between precentral gyrus and skull)	SomMotA	SomMotA	0.3725109922376666	0.09722275098348165	0.13127890018697083
223	151	Parieto-occipital sulcus anterior	VisCent	DefaultC	0.6539494477534054	0.06687132050954236	0.1120412258604846
224	152	Precentral gyrus superior	SomMotA	SomMotA	0.44813343278033546	0.3120127083471571	0.12653547790170125
225	153	Cerebrospinal fluid (between parieto-occipital sulcus and skull)	VisCent	VisPeri	0.20528419297365982	0.06990671760122887	0.058307355323608215
226	153	Cerebrospinal fluid (between parieto-occipital sulcus and skull)	VisCent	VisPeri	0.20445115373790218	0.07085472814873116	0.05609193657414455
227	154	Cerebellum V	No network found	No network found	0.6287559656474228	0.01897957887406495	0.14208452472033528
228	155	Fusiform gyrus LH	VisCent	VisCent	0.5141545377945154	0.25595990311968747	0.030081042917647977
229	156	Cerebellum Crus II	No network found	No network found	0.4539739894692992	0.097194551919063	0.020894703861520057
230	156	Cerebellum Crus II	No network found	No network found	0.25812528451962646	0.07552667850502122	0.007660796308985638
231	157	Corona radiata anterior RH	No network found	No network found	0.013051658827627037	0.7428201589055804	1.6394839423749063e-05
232	158	Thalamus lateral	No network found	No network found	0.10422715052810852	0.31082750049708174	0.00011534410283374687
233	158	Thalamus lateral	No network found	No network found	0.11681762898767718	0.3333150943253562	1.5182317822718824e-05
234	159	Inferior occipital sulcus	VisCent	VisCent	0.2176036427256488	0.22092574007730853	0.00846700319199174
235	159	Inferior occipital sulcus	VisCent	VisCent	0.13329507319121117	0.15687386693662686	0.004609939335354055
236	160	Superior temporal sulcus posterior LH	DefaultB	TempPar	0.549275622375245	0.14672456927006658	0.04727582243115255
237	161	Cerebellum VI superior LH	No network found	No network found	0.7343889868099672	0.047568587839549176	0.032445406439583414
238	162	Angular gyrus inferior RH	DorsAttnB	DorsAttnA	0.6070799723251654	0.2107856448405771	0.06123161885232655
239	163	Superior temporal gyrus medial	SomMotA	SomMotB	0.21670791134283832	0.023067804474639318	0.10343385289776365
240	163	Superior temporal gyrus medial	SomMotA	SomMotB	0.2709291496313924	0.01452258515015905	0.14484688442493007
241	164	Middle temporal gyrus anterior LH	DefaultB	DefaultB	0.6186878904528474	0.19030969052459842	0.06016245120848987
242	165	Fluid between cerebellum and pons	No network found	No network found	0.4248253778305703	0.3349102989243651	0.08329630355561092
243	166	Angular gyrus superior	DefaultB	DefaultA	0.4512998576317218	0.15200538040765374	0.09199481501808657
244	166	Angular gyrus superior	DefaultB	DefaultA	0.10873047660814615	0.028181278963514196	0.014437805146111591
245	167	Planum temporale LH	SomMotA	SomMotB	0.5145618254887608	0.20678643002722732	0.0834629905298723
246	168	Hippocampus anterior	No network found	DefaultC	0.2776081095448043	0.14465836850994387	0.020915977174798272
247	168	Hippocampus anterior	No network found	DefaultC	0.2311601604480654	0.13131397997241595	0.017617328347980545
248	169	Fornix anterior	No network found	No network found	0.3622364239780291	0.02593082147916922	0.4318921982607587
249	170	Temporal pole	LimbicA	LimbicA	0.2755014551089046	0.0885699756960191	0.019893316795842966
250	170	Temporal pole	LimbicA	LimbicA	0.25133926772484255	0.06984141377683258	0.01710510330513792
251	171	Precentral sulcus inferior LH	DorsAttnB	ContA	0.4768603245901068	0.20108491679158094	0.05369295810100475
