	Region	Difumo_Component	Difumo_names	Yeo_networks7	Yeo_networks17	GM	WM	CSF	x	y	z
12	13	9	Superior frontal sulcus	DefaultB	DefaultA	0.3962333556601559	0.1713576103937362	0.0515674186965094	25.898990090031546	30.81912514051001	43.381506421121486
13	14	10	Ventromedial prefrontal cortex	DefaultB	DefaultA	0.5688523022308816	0.1985856192255591	0.0742936438387833	-2.510687115697934	46.86652308577504	-8.523672309525836
14	15	11	Cerebellum Crus I posterior	No network found	No network found	0.6466086778702105	0.0376380992094012	0.1287475237448775	6.509358469229255	-82.95357221047426	-22.755758510634024
15	16	12	Lingual gyrus posterior	VisCent	VisPeri	0.498565848258804	0.255773374918807	0.0332320933567943	-11.891712675697562	-77.78519193380535	-7.744294793081821
16	17	13	Lateral occipital cortex superior	VisCent	DorsAttnA	0.1371044967917116	0.0439804483502579	0.0235032004910979	-42.296157965660434	-84.73435083130735	13.111749584239078
17	18	13	Lateral occipital cortex superior	VisCent	DorsAttnA	0.3538381483118588	0.2013720947461373	0.0300571112675788	40.50348743487288	-81.48623367772736	15.093095504458319
18	19	14	Lateral frontal pole	ContA	ContB	0.3553709481170582	0.1445482530796882	0.0432354526287706	-30.684655908966562	57.941390738936065	11.890241983556095
19	20	14	Lateral frontal pole	ContA	ContB	0.2257893984978772	0.0748230250677851	0.0300602629919931	29.256806847568797	58.44555420338207	12.87869861131314
20	21	15	Precentral gyrus inferior	SomMotA	SomMotB	0.2418510815654431	0.1026050896849883	0.0352332292507075	-60.27850532803931	-4.547075600557278	22.94882486434581
21	22	15	Precentral gyrus inferior	SomMotA	SomMotB	0.2602932004610782	0.0984573433704864	0.0449349787718479	61.28045071575326	-2.1744934058303613	22.618281005813174
22	23	16	Precuneus superior	DorsAttnB	DorsAttnB	0.4637258859214066	0.0470408376298876	0.2227642855173322	-0.018204206918326804	-59.37130996645405	62.34347316607247
23	24	17	Parieto-occipital sulcus postero-superior	VisCent	VisPeri	0.1791471758087223	0.1461972565856673	0.033079927428685	-12.3702547675165	-80.55976014141001	33.476970482301354
24	25	17	Parieto-occipital sulcus postero-superior	VisCent	VisPeri	0.2696249434394346	0.1736894973115119	0.0603392318354461	14.607734756758958	-77.91339934754089	34.67492216651233
25	26	18	Postcentral gyrus RH	SomMotA	SomMotA	0.3535138419695546	0.2642713870609251	0.0827360712233522	40.180229048135686	-21.723315638441676	56.33661655809334
26	27	19	Cingulate cortex mid-anterior	SalVentAttnA	SalVentAttnB	0.6690675627786545	0.0823666388105304	0.1371318504609144	0.3384479602004262	16.8520689325901	37.963418472676196
27	28	20	Cerebrospinal fluid (superior of Central sulcus)	SomMotA	SomMotA	0.1134677643903933	0.0251997689045321	0.0470376749699339	-30.513722172858806	-24.865075218254717	75.43943604708736
28	29	20	Cerebrospinal fluid (superior of Central sulcus)	SomMotA	SomMotA	0.1987435620407455	0.0527157670875469	0.0756208291187626	35.296437631236074	-22.769868014942304	71.65106913338249
29	30	21	Angular gyrus superior RH	ContA	ContB	0.4526845502753585	0.2460025060184938	0.0545525323692372	47.74117573328016	-61.44312900895336	48.39928522620136
30	31	22	Cerebellum Crus I anterior	No network found	No network found	0.4010951542502893	0.0726515773565205	0.014631942286657	-33.66044182266463	-64.12456962256667	-30.380285280709323
31	32	22	Cerebellum Crus I anterior	No network found	No network found	0.1646349659414807	0.0321622063974183	0.0058776817716951	35.14003969226019	-58.50413067259913	-31.849663966315717
32	33	23	Superior temporal gyrus middle	SomMotA	SomMotB	0.2959255485259814	0.0467114763265151	0.0635335875835502	-60.744398586161054	-8.94678614623028	6.232688503150669
33	34	23	Superior temporal gyrus middle	SomMotA	SomMotB	0.3351529392425994	0.0269517583028136	0.0863923040536109	60.96994528864974	-4.127836033614187	5.048078965643782
34	35	24	Angular gyrus posterior	DefaultB	DefaultC	0.1814394913236453	0.0494915731638139	0.0403782610879913	-41.829142902907655	-78.33370105504608	38.18897417868479
35	36	24	Angular gyrus posterior	DefaultB	DefaultC	0.3959629234109725	0.113875431939009	0.044100088617097	46.983923307272676	-67.97982495890581	33.33457416872983
36	37	25	Lateral occipital cortex inferior	VisCent	DorsAttnA	0.2456461638538875	0.099376323745671	0.0281240430049234	-49.35971736699886	-72.0962083619743	7.746804183941123
37	38	25	Lateral occipital cortex inferior	VisCent	DorsAttnA	0.3320911467105571	0.1389581174183074	0.0265251923070795	49.494902625210216	-66.67215169005148	1.7098447286157494
38	39	26	Middle temporal gyrus RH	DefaultB	DefaultB	0.0408757850848656	0.0055954391513884	0.004047116511986	47.504154552978065	31.065882301531303	-13.21680011978323
39	40	26	Middle temporal gyrus RH	DefaultB	DefaultB	0.5813392507176216	0.186529351835921	0.0587843802488504	57.59622051972943	-19.088305716199756	-10.26209883898349
40	41	27	Cerebellum VI anterior	No network found	No network found	0.5177336632487447	0.2731986308829686	0.0054602872632894	2.381826884191341	-60.20764622263043	-27.058669256416756
41	42	28	Cerebellum VI superior	VisCent	VisCent	0.3939080768196304	0.009064068687284	0.0917479635823368	-18.833211600578153	-75.61503106766641	-18.471318561279553
42	43	28	Cerebellum VI superior	VisCent	VisCent	0.3400446000386544	0.00838251409696	0.0906588089152917	15.978857028477435	-74.95013476028396	-16.921340308996484
43	44	29	Angular gyrus anterior RH	ContA	SalVentAttnB	0.0231648093657705	0.0080187932062527	0.0021705002675937	-60.126877727615565	-45.10979194063397	39.3456223830288
44	45	29	Angular gyrus anterior RH	ContA	SalVentAttnB	0.5020913116950517	0.2573825560945246	0.0585005986326465	59.62141965157875	-45.23472210968818	32.066975761223034
45	46	30	Cerebrospinal fluid (between anterior part of superior frontal gyrus and skull)	DefaultB	DefaultB	0.3310691399862816	0.0082012655948819	0.1036649366784475	-0.870494054095758	50.55300714097811	47.77441086331382
46	47	31	Parahippocampal gyrus	VisCent	DefaultC	0.3962732313370504	0.0681150890042393	0.0344031566420508	-26.968202141245683	-39.247140811941165	-15.733000458677552
47	48	31	Parahippocampal gyrus	VisCent	DefaultC	0.3407669612862168	0.0552788483659971	0.0290547479313822	27.05812819159702	-36.31329944187034	-16.290777349280027
48	49	32	Inferior frontal gyrus anterior LH	ContA	ContA	0.5445960817681198	0.1792923948115557	0.0682469367698606	-46.47501228685099	41.40528643799817	7.60819846599415
49	50	33	Posterior cingulate cortex	DefaultB	DefaultA	0.02589185596975	0.0099196270693227	0.0030932832759635	-45.42849291120203	-68.52751823737954	37.605739263134865
50	51	33	Posterior cingulate cortex	DefaultB	DefaultA	0.5926105860092739	0.1689080717036024	0.0955291903050042	-4.378226200486836	-53.13532987597404	34.75007349531327
51	52	34	Occipitotemporal gyrus posterior	DorsAttnB	DorsAttnA	0.3484703637142108	0.0401861229499154	0.053369785063722	-48.76000593517847	-58.43974954633447	-19.432590298023243
52	53	34	Occipitotemporal gyrus posterior	DorsAttnB	DorsAttnA	0.3132788162282777	0.0442459254563202	0.0390388347231419	47.44587906521764	-55.56237681354884	-20.756131061642584
53	54	35	Dorsomedial prefrontal cortex antero-superior	DefaultB	DefaultA	0.5910053036700395	0.1324389744659578	0.1530773948147515	-0.4149034275609438	56.181790635655034	15.55985370519727
54	55	36	Superior frontal gyrus posterior	DorsAttnB	ContA	0.1500516574120735	0.0430430656324599	0.0366251697185623	-25.150558278310456	2.940266328555083	59.52776668067827
55	56	36	Superior frontal gyrus posterior	DorsAttnB	ContA	0.3078565764572264	0.124086615139922	0.0570599565104758	26.705908318274794	4.980612493318404	58.37408627418307
56	57	37	Supramarginal gyrus LH	SalVentAttnA	SalVentAttnA	0.0105814351864314	0.0014484649837511	0.0009562247204283	-58.726409906101075	8.662689072464076	18.28372418175229
57	58	37	Supramarginal gyrus LH	SalVentAttnA	SalVentAttnA	0.5234582767541099	0.1747937340598397	0.0757549491872005	-58.835553352947244	-39.72627807597675	26.866102978971853
58	59	38	Superior precentral and postcentral sulci posterior	SomMotA	SomMotA	0.1678304510791254	0.1225033554361035	0.0572150972020582	-20.86756314624138	-30.0305260809524	65.78953707134156
59	60	38	Superior precentral and postcentral sulci posterior	SomMotA	SomMotA	0.202025427646494	0.0993527592664014	0.0852643569484252	19.70105551645355	-28.929028817697116	65.52972904341902
60	61	39	Cerebrospinal fluid (between occipital pole and cerebellum)	VisCent	VisCent	0.3019512286566572	0.0583514374518863	0.0808912125778928	-11.668679960779087	-87.39683153252665	-14.65328170728722
61	62	39	Cerebrospinal fluid (between occipital pole and cerebellum)	VisCent	VisCent	0.2381327902728583	0.0881025804391089	0.027257259344991	16.9899471207963	-86.5035128044142	-15.71007940155539
62	63	40	Paracingulate gyrus middle	ContA	ContB	0.5721225648467707	0.0797161317816145	0.1822277828828232	1.018503759599767	26.087092237454357	46.1843773342662
63	64	41	Fusiform gyrus anterior	VisCent	VisPeri	0.2617136659394389	0.079382161157457	0.0163864647454767	-25.750514896408106	-56.682418541027374	-7.886730316930084
64	65	41	Fusiform gyrus anterior	VisCent	VisPeri	0.3384003680365641	0.0985924839171688	0.0233482641531924	26.122664745321046	-55.79898807595718	-8.402445445351063
65	66	42	Middle temporal gyrus LH	DefaultB	DefaultB	0.4719018404845274	0.2012278462951714	0.0284446756546314	-59.55761037352372	-26.59473499427358	-7.885428099994044
66	67	42	Middle temporal gyrus LH	DefaultB	DefaultB	0.0588259006152412	0.0078912152387723	0.0068730887370055	-50.69830212729673	32.47431047941785	-11.317379743890214
67	68	43	Postcentral gyrus superior LH	SomMotA	SomMotA	0.3272968921311963	0.334942304135633	0.0663778920393827	-41.538260915656934	-23.97486565033239	56.60997195259367
68	69	44	Angular gyrus superior	DefaultB	ContB	0.4492466758292251	0.1376061834023968	0.0783198268501133	-53.91762741709968	-57.51205760519761	43.483393790307616
69	70	44	Angular gyrus superior	DefaultB	ContB	0.009322786015175	0.0004669858491807	0.0028765589278583	-44.36933374512901	57.91758962745283	-4.201611325949074
70	71	45	Calcarine sulcus anterior	VisCent	VisPeri	0.2357530131309362	0.1112858870056429	0.0268513557352429	-17.855756516808228	-61.10591449612082	3.8885212079219684
71	72	45	Calcarine sulcus anterior	VisCent	VisPeri	0.2860953410646202	0.1032003957984285	0.0356124332910655	19.24533868635271	-57.003324365775114	4.1380972049430085
72	73	46	Intraparietal sulcus RH	DorsAttnB	ContA	0.4638032110673376	0.2998917757662426	0.0799309970943082	31.57695606466747	-67.21994385846796	46.114593137857085
73	74	47	Inferior occipital sulcus	VisCent	VisCent	0.2311596944208546	0.1846893024201547	0.0104086083714391	-20.115186036920278	-88.388591718269	-9.76189432358835
74	75	47	Inferior occipital sulcus	VisCent	VisCent	0.182744415646435	0.1728747780105602	0.007888397089973	21.483672728986846	-85.07694212600191	-8.90439201705638
75	76	48	Postcentral sulcus inferior LH	DorsAttnB	DorsAttnB	0.4556983775536768	0.2585763590682229	0.0513823048775818	-50.194776875777904	-30.058923033547302	41.38299461998119
76	77	48	Postcentral sulcus inferior LH	DorsAttnB	DorsAttnB	0.0239086736990517	0.0083150964053933	0.0038639069172208	59.6934977617432	-14.477448938018455	32.72361692719157
77	78	49	Insula center and lateral fissure	SalVentAttnA	SalVentAttnA	0.4839869118475429	0.1245303403719587	0.0356800377270852	-40.75921587569795	1.470573414056048	10.571912161159915
78	79	49	Insula center and lateral fissure	SalVentAttnA	SalVentAttnA	0.1303867729303546	0.0265839384875822	0.0090062285681813	39.14348981029127	4.328643212150695	10.768685325822418
79	80	50	Superior parietal lobule posterior	DorsAttnB	DorsAttnA	0.1761275614565903	0.1226211556924925	0.0379827234835835	-15.536408212199134	-74.87111730624629	51.293519113018874
80	81	50	Superior parietal lobule posterior	DorsAttnB	DorsAttnA	0.2431955408250161	0.2052249319866108	0.0511058888155227	16.037729794448026	-71.71337533555672	52.87344343094361
81	82	51	Cerebrospinal fluid (between superior part of superior frontal gyrus and skull)	SalVentAttnA	SalVentAttnA	0.0984013633268313	0.0121399955111346	0.035720944878806	-34.00680798777185	-1.7885689425560258	66.43466932709597
82	83	51	Cerebrospinal fluid (between superior part of superior frontal gyrus and skull)	SalVentAttnA	SalVentAttnA	0.2722390446460332	0.0226480025087138	0.0800010680599202	0.6422129678380912	6.907986990517287	69.26014652656514
83	84	51	Cerebrospinal fluid (between superior part of superior frontal gyrus and skull)	SalVentAttnA	SalVentAttnA	0.074941574460023	0.0081416995333617	0.0285904730919046	34.354996278692084	1.6627835323466797	64.88708027444417
84	85	52	Posterior cingulate cortex inferior	DefaultB	DefaultA	0.5412589170216545	0.1007341736010939	0.0951547616088575	0.16042720295209278	-54.902589470871476	24.39769403825622
85	86	53	Inferior frontal sulcus RH	ContA	ContA	0.3282311441698182	0.1111703841493524	0.039092959746181	46.68059041982744	35.92594057814705	16.06422151925065
86	87	53	Inferior frontal sulcus RH	ContA	ContA	0.2480895656768899	0.0710273981503016	0.0417433278942382	51.26314621621913	11.387680709318403	22.451027079188293
87	88	54	Planum temporale LH	SomMotA	SomMotB	0.5516311619344495	0.1950875736409383	0.0922950156590964	-52.30216961672103	-27.956671294990187	14.225592159445142
88	89	55	Cerebellum superior posterior fissure	No network found	No network found	0.637066023845673	0.124958799010108	0.0408615933811682	15.45547068142227	-75.57270173820818	-28.95952469541578
89	90	56	Intraparietal sulcus anterior LH	ContA	ContA	0.5111238410761141	0.29894482049152	0.0842196848657334	-41.53715485041242	-47.69893409142482	44.79078059817175
90	91	57	Hippocampal fissure	No network found	DefaultC	0.2302698680189225	0.0506297764453737	0.0658498033163583	-20.865916655359328	-24.191948732326466	-11.547686445454573
91	92	57	Hippocampal fissure	No network found	DefaultC	0.1808812346368441	0.0613329030099713	0.0653017666727249	19.78663719203263	-24.544372374621105	-10.550639170282793
92	93	57	Hippocampal fissure	No network found	DefaultC	0.0989521169720697	0.0179847840605455	0.0201050693689651	22.07352086935191	-0.6291341925153802	-14.648779265509823
93	94	58	Dorsomedial prefrontal cortex anteromedial	DefaultB	DefaultB	0.5992335174224109	0.1148168379875567	0.1782755195541435	-0.3827486399709983	46.047696960283616	34.386194965191066
94	95	59	Callosomarginal sulcus inferior	SomMotA	SomMotA	0.5555942587524935	0.0970209498305066	0.1882358717357316	0.9462439568534933	-29.276552832341352	50.39772587508685
95	96	60	Paracentral lobule	SomMotA	SomMotA	0.4601815830612175	0.1608180480129104	0.2008052547627397	0.44496705432106864	-27.99430189298512	61.78655272836892
96	97	61	Parieto-occipital sulcus anterior	DefaultB	DefaultC	0.3527233668624917	0.0460772704933975	0.049704621079146	-12.036404765491412	-58.76960796028155	14.655700127288227
97	98	61	Parieto-occipital sulcus anterior	DefaultB	DefaultC	0.2227008285550049	0.0967517159828648	0.0103370874603663	11.451318907027556	-55.27058081547398	14.201200906677258
98	99	62	Central sulcus	SomMotA	SomMotB	0.2500183623854706	0.1980516569699428	0.0293514427991197	-51.66153538550412	-11.439260613890255	34.089084597997896
99	100	62	Central sulcus	SomMotA	SomMotB	0.231234611776273	0.1564044235689434	0.0268179470318103	50.446858793348724	-7.8342473337493175	32.62200189618906
100	101	63	Posterior cingulate cortex superior	DefaultB	ContC	0.6746593617463914	0.1548790912871627	0.0939841603837647	1.226951252486188	-40.29236899470982	37.480972954385535
101	102	64	Lateral fissure anterior	SalVentAttnA	SalVentAttnA	0.2588182447505863	0.0068891408192685	0.0858181518919539	-46.43031400816169	9.951946937909241	-1.7094321614480066
102	103	64	Lateral fissure anterior	SalVentAttnA	SalVentAttnA	0.2401711435465057	0.003618070037811	0.1035438452109347	47.58841325642766	13.512712735826057	-3.634828621807486
103	104	65	Inferior temporal gyrus posterior	DorsAttnB	DorsAttnA	0.4030945808879066	0.1656911829385137	0.0233562563692193	-47.04310938358137	-65.20602236792703	-5.852764183724204
104	105	65	Inferior temporal gyrus posterior	DorsAttnB	DorsAttnA	0.1275235571255263	0.0470661636667041	0.0061516775478364	48.17053589552816	-59.15709138471256	-9.293503951863698
105	106	66	Cerebrospinal fluid (between Parieto-occipital sulcus and skull)	DorsAttnB	ContC	0.4169202622598822	0.0667058659297517	0.1715846625777776	12.140437810407448	-81.78410589754878	51.332295218048614
106	107	67	Insula antero-superior	SalVentAttnA	SalVentAttnB	0.1385195531944861	0.0242131366791311	0.0111308899211363	-34.24738764296327	17.14486556028254	8.204256565401735
107	108	67	Insula antero-superior	SalVentAttnA	SalVentAttnB	0.5496219768614514	0.1325044035888633	0.0614123680634756	36.33537022512496	19.656192309482776	5.996730253130636
108	109	68	Planum temporale RH	SomMotA	SomMotB	0.0534149605537065	0.0765961584994238	0.0015447132943332	-49.97523081369283	-25.709436402216923	5.879504309451889
109	110	68	Planum temporale RH	SomMotA	SomMotB	0.5009473555188337	0.1192898880078031	0.0799155162562757	53.15030787898144	-22.986883224582698	11.684511181837934
110	111	69	Anterior cingulate cortex	DefaultB	DefaultA	0.6355900450054351	0.0841110721282549	0.1101447730841618	0.9036340063221218	38.441191028252575	19.722125378713983
111	112	70	Cerebrospinal fluid (between central sulcus and skull)	SomMotA	SomMotA	0.3335906345863617	0.1061413425417285	0.1205750209625881	-0.21473658920416483	-21.738885590069756	77.36801954359404
112	113	71	Thalamus	No network found	No network found	0.5815653583761379	0.3156526643292086	0.0136163772211244	-9.25814128766487	-16.671318900129307	9.261176401136083
113	114	72	Calcarine cortex posterior	VisCent	VisPeri	0.460865779972574	0.1930603961856763	0.0788882574300943	0.9292191918125354	-88.72705633172654	1.8779788285004884
114	115	73	Superior occipital sulcus	DorsAttnB	DorsAttnA	0.3310924944396018	0.1977638259041545	0.0500413210859619	-27.94232406627988	-74.73814383994191	32.35145326703312
115	116	73	Superior occipital sulcus	DorsAttnB	DorsAttnA	0.1640845647556081	0.1142570507287242	0.0229894031103589	32.78438755012368	-73.01106678755431	32.028690876441146
116	117	74	Postcentral sulcus superior	SomMotA	DorsAttnB	0.3812121252160906	0.1538002169813375	0.1240510273138813	-45.54662686107047	-34.56283691919059	55.35183676070159
117	118	74	Postcentral sulcus superior	SomMotA	DorsAttnB	0.0238539836488498	0.0446752549144049	0.0013960057862768	41.27424583797668	-30.529831836442966	54.36601433423263
118	119	75	Cuneus	VisCent	VisPeri	0.425385926415192	0.3004734755650117	0.0665943077648207	1.9253842825814758	-85.83162123421522	18.811226986207927
119	120	76	Precentral sulcus inferior LH	DorsAttnB	ContA	0.4742172104939842	0.1677464282346611	0.0655620240766186	-47.00074107692372	5.272220159609759	33.66858869388153
120	121	77	Superior parietal sulcus	DorsAttnB	DorsAttnA	0.1998679900602295	0.1624855622017432	0.0495620943752076	-29.84346721938894	-58.34656880890145	56.994384295933116
121	122	77	Superior parietal sulcus	DorsAttnB	DorsAttnA	0.1515976009244938	0.111694063173736	0.0367023579689252	28.67224021227365	-57.677794188812214	56.26436987049851
122	123	78	Cuneus superior	VisCent	VisPeri	0.400330247932345	0.1841040054416154	0.0877237150528778	0.9173156442342645	-83.30575639160413	32.60326748890154
123	124	79	Pars triangularis	DefaultB	DefaultB	0.3575230458254028	0.0685430837912007	0.0949060645040328	-47.70703510720698	23.265905848967037	-6.3742752589323
124	125	79	Pars triangularis	DefaultB	DefaultB	0.1868537400620475	0.0557793988437389	0.0284338994410663	47.186142533848	25.349003287841384	-7.662343908383733
125	126	80	Superior temporal sulcus LH	DefaultB	TempPar	0.5718169081937087	0.0974355111379316	0.0656647072492701	-59.069297661038476	-36.90825841048678	1.7772037265589233
126	127	80	Superior temporal sulcus LH	DefaultB	TempPar	0.0693793099340741	0.0115942073427214	0.0056762882433711	62.07390071818739	-17.013634721091236	-3.006300409065716
127	128	81	Intraparietal sulcus anterior RH	ContA	ContB	0.5069796638665555	0.2460459910170969	0.0946581106876875	48.89882104066473	-46.51337235522357	50.68079710355258
128	129	82	Cerebellum IV and V	No network found	No network found	0.7061377375655279	0.0274393470141689	0.117020124214606	0.4128904257437256	-60.29887530736322	-14.242137310821022
129	130	83	Precentral sulcus superior	DorsAttnB	DorsAttnB	0.2999179051266548	0.1505008675306848	0.0347532816292126	-29.148123728926336	-7.724890345658309	54.51634092965048
130	131	83	Precentral sulcus superior	DorsAttnB	DorsAttnB	0.2487730349154226	0.0986094420343902	0.0319456853399459	30.41810658689667	-6.03374592338794	54.434465001691024
131	132	84	Precentral gyrus superior	SomMotA	SomMotB	0.2203433507813229	0.1294325855536837	0.0485971173313537	-43.74600674455247	-16.32190840466697	45.665381154096366
132	133	84	Precentral gyrus superior	SomMotA	SomMotB	0.2661999806379093	0.1699276386100005	0.040695077474148	45.67372567613114	-11.68494291701684	45.562220620753266
133	134	85	Calcarine cortex anterior	VisCent	VisPeri	0.6278598130445295	0.2121545648839348	0.0958845934920898	-1.0567095950873266	-75.26582153120196	7.441209727515286
134	135	86	Cerebrospinal fluid (between parietal lobe and skull)	DorsAttnB	DorsAttnA	0.181197718347586	0.0378005607489473	0.0625751408559059	-23.839433878976777	-66.49837267861224	64.29540369193305
135	136	86	Cerebrospinal fluid (between parietal lobe and skull)	DorsAttnB	DorsAttnA	0.2292591558774016	0.0513226095426983	0.0762710451988017	28.13816428699073	-63.72684065652375	64.20779716581004
136	137	87	Internal capsule	No network found	No network found	0.0468651675030338	0.2294774029603882	0.0227437437538999	-19.662531032546212	0.9215766870034656	25.726963909690653
137	138	87	Internal capsule	No network found	No network found	0.0711614942348414	0.3213812014671424	0.0459827109706723	18.919264385796964	1.152613516785209	26.13941650747674
138	139	88	Lunate sulcus	VisCent	VisCent	0.2191408791915481	0.1792010320141715	0.0171230456000726	-29.053102507713334	-91.8540879431514	3.70939014161857
139	140	88	Lunate sulcus	VisCent	VisCent	0.1803857132267921	0.1560267771552854	0.011914658836268	32.72078511399934	-89.13815850150539	3.965186641113206
140	141	89	Superior parietal lobule anterior	DorsAttnB	DorsAttnB	0.1987017461881403	0.1496048919208645	0.0454409296152201	-19.076089453236293	-55.949811762449144	64.04978130130232
141	142	89	Superior parietal lobule anterior	DorsAttnB	DorsAttnB	0.1990745041674373	0.1362403774059736	0.0495819614639744	17.70598716919369	-56.399488879969354	64.07765840563258
142	143	90	Superior frontal sulcus anterior	DefaultB	DefaultB	0.2736961983905427	0.1290777689214276	0.0265210238814776	-17.113292715733337	53.15853057664748	33.57356463557073
143	144	90	Superior frontal sulcus anterior	DefaultB	DefaultB	0.2301979649143515	0.1025004663785047	0.0225264821322418	15.712300914173312	54.73886138730472	32.41025491124208
144	145	91	Lingual gyrus	VisCent	VisPeri	0.5083871992302864	0.046688079680235	0.168312788834222	-11.35366342139723	-61.71753907054439	-4.646896497403418
145	146	92	Precuneus anterior	DorsAttnB	ContC	0.5193559586933074	0.1403228240443243	0.1380486046751106	1.3005360065097875	-49.69344492038228	52.08072112177598
146	147	93	Cerebrospinal fluid (between middle frontal gyrus and skull)	ContA	SalVentAttnB	0.271309563958858	0.0293548807920023	0.0552184359079039	-33.801161836518055	51.22564422649762	30.56716576161297
147	148	93	Cerebrospinal fluid (between middle frontal gyrus and skull)	ContA	SalVentAttnB	0.1787382249883383	0.0113387105067008	0.0435291694875503	33.759450527361366	54.26308531315803	29.057554483041713
148	149	94	Caudate	No network found	No network found	0.5276410643383952	0.207793632274266	0.0973153419277375	-10.8358430691936	4.648668968282493	11.275941084630063
149	150	95	Retrosplenial cortex	No network found	DefaultC	0.2983874831603155	0.0413976435361962	0.5316694541707834	0.5722606703016311	-39.38909395846305	1.7852783832260855
150	151	96	Cerebellum Crus II	No network found	No network found	0.2804836271640217	0.0397152500045503	0.0190554145562168	-30.474569153648474	-81.76918691841982	-36.82856522789108
151	152	96	Cerebellum Crus II	No network found	No network found	0.3525497468675167	0.0547344054597008	0.0220675767142428	29.770012922886878	-81.27289608204529	-36.97744983338475
152	153	97	Thalamus and globus pallidus	No network found	No network found	0.3811864540730496	0.3379717862804012	0.0043972042576598	-10.90682126727431	-19.859534682955243	0.19807456335158236
153	154	98	Putamen anterior	No network found	No network found	0.2589802024900196	0.1076618395685371	0.0015287105129012	-24.77565783108261	8.23226170676486	-2.0730231834251356
154	155	98	Putamen anterior	No network found	No network found	0.26354196187016	0.1347831179186107	0.001076647241685	24.914041594012502	9.583274687601744	-2.2377979556635523
155	156	99	Planum porale	SalVentAttnA	SomMotB	0.251168742004228	0.0363949247431515	0.0868866426070495	-45.636838666600006	-6.177752333097274	-4.953220470701339
156	157	99	Planum porale	SalVentAttnA	SomMotB	0.2792443360154666	0.0108999335953079	0.1148712441675196	44.48494077370256	-6.123304505284807	-4.583960720365468
157	158	100	Subcallosal cortex	No network found	No network found	0.5374875558827931	0.153399445808248	0.0923229659694037	-9.620152771443287	16.539343435334786	-1.3307210585153797
158	159	101	Superior frontal sulcus anterior LH	DefaultB	DefaultB	0.4978832844714695	0.0975335466205142	0.0986853934957275	-28.213171289337595	28.041983609881697	53.690937383217204
159	160	102	Paracingulate gyrus postero-inferior	SomMotA	SomMotA	0.5790232941538389	0.1217863394685934	0.144792774008009	0.26059468899856597	-5.951981150017062	50.80064210514632
160	161	103	Occipital pole superior	VisCent	VisCent	0.2296201903995889	0.1410989473368996	0.0607507708979333	-16.682907849470567	-100.96044561674884	13.502049348637158
161	162	103	Occipital pole superior	VisCent	VisCent	0.234181943642838	0.2014481435472235	0.0248941166794634	17.505162213046773	-98.25623288910606	15.110362329475663
162	163	104	Inferior frontal sulcus posterior RH	ContA	ContA	0.5217338669794729	0.1705570087582196	0.0839161189928914	46.44153473508487	12.502046349673321	32.34840073139736
163	164	105	Cingulate sulcus posterior	SalVentAttnA	SalVentAttnA	0.1434329127023308	0.0714469508482428	0.0090038423298476	-12.91031422826444	-27.257761508836495	40.739364206133075
164	165	105	Cingulate sulcus posterior	SalVentAttnA	SalVentAttnA	0.2997487587054284	0.0836903588367301	0.0350949958583299	0.6381300824238281	-1.7681300497573034	38.33705555342955
